"Year","Month","Day","Date","RF"
1985,1,1,"1/1/1985","68.4"
1985,1,2,"1/2/1985","67.8"
1985,1,3,"1/3/1985","67.7"
1985,1,4,"1/4/1985","67.8"
1985,1,5,"1/5/1985","67"
1985,1,6,"1/6/1985","67.9"
1985,1,7,"1/7/1985","68.1"
1985,1,8,"1/8/1985","67.4"
1985,1,9,"1/9/1985","68.1"
1985,1,10,"1/10/1985","67.4"
1985,1,11,"1/11/1985","67.7"
1985,1,12,"1/12/1985","68.4"
1985,1,13,"1/13/1985","72.6"
1985,1,14,"1/14/1985","72.3"
1985,1,15,"1/15/1985","72.4"
1985,1,16,"1/16/1985","74.7"
1985,1,17,"1/17/1985","75.8"
1985,1,18,"1/18/1985","74.1"
1985,1,19,"1/19/1985","75.4"
1985,1,20,"1/20/1985","81.7"
1985,1,21,"1/21/1985","84.9"
1985,1,22,"1/22/1985","85.3"
1985,1,23,"1/23/1985","82.5"
1985,1,24,"1/24/1985","78.2"
1985,1,25,"1/25/1985","73.9"
1985,1,26,"1/26/1985","71"
1985,1,27,"1/27/1985","69.5"
1985,1,28,"1/28/1985","69.6"
1985,1,29,"1/29/1985","68.7"
1985,1,30,"1/30/1985","68.3"
1985,1,31,"1/31/1985","69.9"
1985,2,1,"2/1/1985","72.2"
1985,2,2,"2/2/1985","73.8"
1985,2,3,"2/3/1985","73.6"
1985,2,4,"2/4/1985","70.9"
1985,2,5,"2/5/1985","71.2"
1985,2,6,"2/6/1985","70.6"
1985,2,7,"2/7/1985","70.3"
1985,2,8,"2/8/1985","72.5"
1985,2,9,"2/9/1985","73.2"
1985,2,10,"2/10/1985","73.6"
1985,2,11,"2/11/1985","73.2"
1985,2,12,"2/12/1985","72.3"
1985,2,13,"2/13/1985","70.8"
1985,2,14,"2/14/1985","70.6"
1985,2,15,"2/15/1985","70.2"
1985,2,16,"2/16/1985","69.8"
1985,2,17,"2/17/1985","70.9"
1985,2,18,"2/18/1985","73.4"
1985,2,19,"2/19/1985","76.1"
1985,2,20,"2/20/1985","75"
1985,2,21,"2/21/1985","74.2"
1985,2,22,"2/22/1985","73.3"
1985,2,23,"2/23/1985","71.7"
1985,2,24,"2/24/1985","70.5"
1985,2,25,"2/25/1985","70.1"
1985,2,26,"2/26/1985","69.7"
1985,2,27,"2/27/1985","68.9"
1985,2,28,"2/28/1985","69.7"
1985,3,1,"3/1/1985","69.3"
1985,3,2,"3/2/1985","69.1"
1985,3,3,"3/3/1985","69"
1985,3,4,"3/4/1985","68.6"
1985,3,5,"3/5/1985","67.5"
1985,3,6,"3/6/1985","68.1"
1985,3,7,"3/7/1985","68"
1985,3,8,"3/8/1985","68.7"
1985,3,9,"3/9/1985","68.7"
1985,3,10,"3/10/1985","68"
1985,3,11,"3/11/1985","69.6"
1985,3,12,"3/12/1985","69.3"
1985,3,13,"3/13/1985","69.5"
1985,3,14,"3/14/1985","69.5"
1985,3,15,"3/15/1985","69.6"
1985,3,16,"3/16/1985","70.1"
1985,3,17,"3/17/1985","72.1"
1985,3,18,"3/18/1985","74.6"
1985,3,19,"3/19/1985","74.2"
1985,3,20,"3/20/1985","74.2"
1985,3,21,"3/21/1985","76.1"
1985,3,22,"3/22/1985","75.9"
1985,3,23,"3/23/1985","77.3"
1985,3,24,"3/24/1985","79.6"
1985,3,25,"3/25/1985","78.5"
1985,3,26,"3/26/1985","79.7"
1985,3,27,"3/27/1985","77.4"
1985,3,28,"3/28/1985","77.7"
1985,3,29,"3/29/1985","76.7"
1985,3,30,"3/30/1985","75.8"
1985,3,31,"3/31/1985","76.4"
1985,4,1,"4/1/1985","72.2"
1985,4,2,"4/2/1985","72.6"
1985,4,3,"4/3/1985","72.5"
1985,4,4,"4/4/1985","71.9"
1985,4,5,"4/5/1985","71.2"
1985,4,6,"4/6/1985","70.5"
1985,4,7,"4/7/1985","70.3"
1985,4,8,"4/8/1985","69.9"
1985,4,9,"4/9/1985","69.4"
1985,4,10,"4/10/1985","69.7"
1985,4,11,"4/11/1985","69"
1985,4,12,"4/12/1985","69.6"
1985,4,13,"4/13/1985","69.8"
1985,4,14,"4/14/1985","70.6"
1985,4,15,"4/15/1985","70"
1985,4,16,"4/16/1985","69.4"
1985,4,17,"4/17/1985","70.2"
1985,4,18,"4/18/1985","71.7"
1985,4,19,"4/19/1985","71.7"
1985,4,20,"4/20/1985","72.3"
1985,4,21,"4/21/1985","77.9"
1985,4,22,"4/22/1985","89.8"
1985,4,23,"4/23/1985","93.3"
1985,4,24,"4/24/1985","89"
1985,4,25,"4/25/1985","95.2"
1985,4,26,"4/26/1985","88.3"
1985,4,27,"4/27/1985","80.6"
1985,4,28,"4/28/1985","78.1"
1985,4,29,"4/29/1985","83.2"
1985,4,30,"4/30/1985","80.8"
1985,5,1,"5/1/1985","80.6"
1985,5,2,"5/2/1985","76.5"
1985,5,3,"5/3/1985","72.6"
1985,5,4,"5/4/1985","70.8"
1985,5,5,"5/5/1985","71.4"
1985,5,6,"5/6/1985","75"
1985,5,7,"5/7/1985","79.1"
1985,5,8,"5/8/1985","83.7"
1985,5,9,"5/9/1985","89.6"
1985,5,10,"5/10/1985","91.7"
1985,5,11,"5/11/1985","89.9"
1985,5,12,"5/12/1985","92.1"
1985,5,13,"5/13/1985","91.9"
1985,5,14,"5/14/1985","90.7"
1985,5,15,"5/15/1985","92"
1985,5,16,"5/16/1985","95.5"
1985,5,17,"5/17/1985","92.3"
1985,5,18,"5/18/1985","92.7"
1985,5,19,"5/19/1985","89.6"
1985,5,20,"5/20/1985","86.7"
1985,5,21,"5/21/1985","84.4"
1985,5,22,"5/22/1985","82.7"
1985,5,23,"5/23/1985","80"
1985,5,24,"5/24/1985","78.3"
1985,5,25,"5/25/1985","77.2"
1985,5,26,"5/26/1985","75.5"
1985,5,27,"5/27/1985","74.6"
1985,5,28,"5/28/1985","72.7"
1985,5,29,"5/29/1985","72.5"
1985,5,30,"5/30/1985","71.4"
1985,5,31,"5/31/1985","69.6"
1985,6,1,"6/1/1985","69.5"
1985,6,2,"6/2/1985","72.4"
1985,6,3,"6/3/1985","74.6"
1985,6,4,"6/4/1985","77.5"
1985,6,5,"6/5/1985","84.3"
1985,6,6,"6/6/1985","87.4"
1985,6,7,"6/7/1985","88.4"
1985,6,8,"6/8/1985","88.9"
1985,6,9,"6/9/1985","89.8"
1985,6,10,"6/10/1985","91.7"
1985,6,11,"6/11/1985","91.2"
1985,6,12,"6/12/1985","89.8"
1985,6,13,"6/13/1985","89.2"
1985,6,14,"6/14/1985","85.3"
1985,6,15,"6/15/1985","83.8"
1985,6,16,"6/16/1985","80.9"
1985,6,17,"6/17/1985","77.3"
1985,6,18,"6/18/1985","73.8"
1985,6,19,"6/19/1985","72.2"
1985,6,20,"6/20/1985","71.9"
1985,6,21,"6/21/1985","71.5"
1985,6,22,"6/22/1985","71.6"
1985,6,23,"6/23/1985","71.8"
1985,6,24,"6/24/1985","70.8"
1985,6,25,"6/25/1985","71"
1985,6,26,"6/26/1985","70"
1985,6,27,"6/27/1985","70.2"
1985,6,28,"6/28/1985","71"
1985,6,29,"6/29/1985","72.3"
1985,6,30,"6/30/1985","74.8"
1985,7,1,"7/1/1985","76.9"
1985,7,2,"7/2/1985","79.1"
1985,7,3,"7/3/1985","81.3"
1985,7,4,"7/4/1985","80.4"
1985,7,5,"7/5/1985","83.3"
1985,7,6,"7/6/1985","87.5"
1985,7,7,"7/7/1985","97.7"
1985,7,8,"7/8/1985","96.7"
1985,7,9,"7/9/1985","100.9"
1985,7,10,"7/10/1985","104.6"
1985,7,11,"7/11/1985","97.3"
1985,7,12,"7/12/1985","92.9"
1985,7,13,"7/13/1985","85.5"
1985,7,14,"7/14/1985","76.4"
1985,7,15,"7/15/1985","73"
1985,7,16,"7/16/1985","71.9"
1985,7,17,"7/17/1985","71.9"
1985,7,18,"7/18/1985","71.8"
1985,7,19,"7/19/1985","71.7"
1985,7,20,"7/20/1985","71.7"
1985,7,21,"7/21/1985","71.2"
1985,7,22,"7/22/1985","71"
1985,7,23,"7/23/1985","71.1"
1985,7,24,"7/24/1985","71"
1985,7,25,"7/25/1985","75.6"
1985,7,26,"7/26/1985","77.4"
1985,7,27,"7/27/1985","79.2"
1985,7,28,"7/28/1985","81.2"
1985,7,29,"7/29/1985","83.5"
1985,7,30,"7/30/1985","83.8"
1985,7,31,"7/31/1985","82.4"
1985,8,1,"8/1/1985","80.5"
1985,8,2,"8/2/1985","80.4"
1985,8,3,"8/3/1985","79.2"
1985,8,4,"8/4/1985","79.3"
1985,8,5,"8/5/1985","78.5"
1985,8,6,"8/6/1985","77.9"
1985,8,7,"8/7/1985","79.5"
1985,8,8,"8/8/1985","78.5"
1985,8,9,"8/9/1985","74.9"
1985,8,10,"8/10/1985","72.8"
1985,8,11,"8/11/1985","68.4"
1985,8,12,"8/12/1985","69.7"
1985,8,13,"8/13/1985","68.9"
1985,8,14,"8/14/1985","69.3"
1985,8,15,"8/15/1985","69"
1985,8,16,"8/16/1985","68.2"
1985,8,17,"8/17/1985","67.9"
1985,8,18,"8/18/1985","68.6"
1985,8,19,"8/19/1985","69.1"
1985,8,20,"8/20/1985","70.6"
1985,8,21,"8/21/1985","70.4"
1985,8,22,"8/22/1985","72.7"
1985,8,23,"8/23/1985","72.9"
1985,8,24,"8/24/1985","72.1"
1985,8,25,"8/25/1985","72.5"
1985,8,26,"8/26/1985","72.3"
1985,8,27,"8/27/1985","73.1"
1985,8,28,"8/28/1985","73.1"
1985,8,29,"8/29/1985","73.1"
1985,8,30,"8/30/1985","73.9"
1985,8,31,"8/31/1985","74.1"
1985,9,1,"9/1/1985","73"
1985,9,2,"9/2/1985","72.8"
1985,9,3,"9/3/1985","73.1"
1985,9,4,"9/4/1985","73.5"
1985,9,5,"9/5/1985","72.2"
1985,9,6,"9/6/1985","72.5"
1985,9,7,"9/7/1985","70.8"
1985,9,8,"9/8/1985","70.3"
1985,9,9,"9/9/1985","70.6"
1985,9,10,"9/10/1985","70.3"
1985,9,11,"9/11/1985","69.2"
1985,9,12,"9/12/1985","68.5"
1985,9,13,"9/13/1985","70.7"
1985,9,14,"9/14/1985","70.4"
1985,9,15,"9/15/1985","71.1"
1985,9,16,"9/16/1985","70.3"
1985,9,17,"9/17/1985","70"
1985,9,18,"9/18/1985","70.4"
1985,9,19,"9/19/1985","70.7"
1985,9,20,"9/20/1985","69.8"
1985,9,21,"9/21/1985","69.6"
1985,9,22,"9/22/1985","69.8"
1985,9,23,"9/23/1985","69.2"
1985,9,24,"9/24/1985","69"
1985,9,25,"9/25/1985","68.7"
1985,9,26,"9/26/1985","68.4"
1985,9,27,"9/27/1985","67.7"
1985,9,28,"9/28/1985","67.8"
1985,9,29,"9/29/1985","68.3"
1985,9,30,"9/30/1985","68.3"
1985,10,1,"10/1/1985","68.3"
1985,10,2,"10/2/1985","67.5"
1985,10,3,"10/3/1985","68.7"
1985,10,4,"10/4/1985","68.3"
1985,10,5,"10/5/1985","67"
1985,10,6,"10/6/1985","66"
1985,10,7,"10/7/1985","65.9"
1985,10,8,"10/8/1985","65.8"
1985,10,9,"10/9/1985","66"
1985,10,10,"10/10/1985","66.7"
1985,10,11,"10/11/1985","67.7"
1985,10,12,"10/12/1985","66.9"
1985,10,13,"10/13/1985","66.7"
1985,10,14,"10/14/1985","69.8"
1985,10,15,"10/15/1985","71.7"
1985,10,16,"10/16/1985","73.2"
1985,10,17,"10/17/1985","75.5"
1985,10,18,"10/18/1985","75.5"
1985,10,19,"10/19/1985","77.7"
1985,10,20,"10/20/1985","79.4"
1985,10,21,"10/21/1985","84.7"
1985,10,22,"10/22/1985","94.3"
1985,10,23,"10/23/1985","93.2"
1985,10,24,"10/24/1985","92.5"
1985,10,25,"10/25/1985","88.5"
1985,10,26,"10/26/1985","83"
1985,10,27,"10/27/1985","78.5"
1985,10,28,"10/28/1985","76.7"
1985,10,29,"10/29/1985","73.6"
1985,10,30,"10/30/1985","70.5"
1985,10,31,"10/31/1985","69.5"
1985,11,1,"11/1/1985","69"
1985,11,2,"11/2/1985","68.8"
1985,11,3,"11/3/1985","68"
1985,11,4,"11/4/1985","67.6"
1985,11,5,"11/5/1985","68.5"
1985,11,6,"11/6/1985","70"
1985,11,7,"11/7/1985","71.8"
1985,11,8,"11/8/1985","73.7"
1985,11,9,"11/9/1985","72.9"
1985,11,10,"11/10/1985","72.5"
1985,11,11,"11/11/1985","74.7"
1985,11,12,"11/12/1985","74.7"
1985,11,13,"11/13/1985","74.3"
1985,11,14,"11/14/1985","76.9"
1985,11,15,"11/15/1985","82.2"
1985,11,16,"11/16/1985","78.8"
1985,11,17,"11/17/1985","77.4"
1985,11,18,"11/18/1985","77.3"
1985,11,19,"11/19/1985","75.6"
1985,11,20,"11/20/1985","75.7"
1985,11,21,"11/21/1985","73.7"
1985,11,22,"11/22/1985","73.1"
1985,11,23,"11/23/1985","72.8"
1985,11,24,"11/24/1985","71.9"
1985,11,25,"11/25/1985","70.3"
1985,11,26,"11/26/1985","69.5"
1985,11,27,"11/27/1985","69.8"
1985,11,28,"11/28/1985","69"
1985,11,29,"11/29/1985","69.1"
1985,11,30,"11/30/1985","68.8"
1985,12,1,"12/1/1985","67.8"
1985,12,2,"12/2/1985","68.4"
1985,12,3,"12/3/1985","68.5"
1985,12,4,"12/4/1985","68.3"
1985,12,5,"12/5/1985","69.7"
1985,12,6,"12/6/1985","71.1"
1985,12,7,"12/7/1985","71.9"
1985,12,8,"12/8/1985","73"
1985,12,9,"12/9/1985","75.2"
1985,12,10,"12/10/1985","75.6"
1985,12,11,"12/11/1985","76.6"
1985,12,12,"12/12/1985","77.3"
1985,12,13,"12/13/1985","75.6"
1985,12,14,"12/14/1985","76.4"
1985,12,15,"12/15/1985","80.2"
1985,12,16,"12/16/1985","83.7"
1985,12,17,"12/17/1985","80.2"
1985,12,18,"12/18/1985","78.4"
1985,12,19,"12/19/1985","77.5"
1985,12,20,"12/20/1985","75.4"
1985,12,21,"12/21/1985","75.1"
1985,12,22,"12/22/1985","73.5"
1985,12,23,"12/23/1985","71.2"
1985,12,24,"12/24/1985","69.9"
1985,12,25,"12/25/1985","67.3"
1985,12,26,"12/26/1985","66.3"
1985,12,27,"12/27/1985","66.2"
1985,12,28,"12/28/1985","66.2"
1985,12,29,"12/29/1985","66"
1985,12,30,"12/30/1985","66.3"
1985,12,31,"12/31/1985","66.6"
1986,1,1,"1/1/1986","67"
1986,1,2,"1/2/1986","67.6"
1986,1,3,"1/3/1986","68.4"
1986,1,4,"1/4/1986","69.5"
1986,1,5,"1/5/1986","70.7"
1986,1,6,"1/6/1986","72.2"
1986,1,7,"1/7/1986","71.6"
1986,1,8,"1/8/1986","71.2"
1986,1,9,"1/9/1986","72.7"
1986,1,10,"1/10/1986","72.2"
1986,1,11,"1/11/1986","71.9"
1986,1,12,"1/12/1986","71.2"
1986,1,13,"1/13/1986","74.3"
1986,1,14,"1/14/1986","76.4"
1986,1,15,"1/15/1986","75.1"
1986,1,16,"1/16/1986","75.5"
1986,1,17,"1/17/1986","74.4"
1986,1,18,"1/18/1986","73.1"
1986,1,19,"1/19/1986","70.2"
1986,1,20,"1/20/1986","69.2"
1986,1,21,"1/21/1986","67.9"
1986,1,22,"1/22/1986","67.3"
1986,1,23,"1/23/1986","67"
1986,1,24,"1/24/1986","66.9"
1986,1,25,"1/25/1986","68"
1986,1,26,"1/26/1986","67.7"
1986,1,27,"1/27/1986","67.2"
1986,1,28,"1/28/1986","70"
1986,1,29,"1/29/1986","71.2"
1986,1,30,"1/30/1986","73.7"
1986,1,31,"1/31/1986","76.6"
1986,2,1,"2/1/1986","81.8"
1986,2,2,"2/2/1986","86.4"
1986,2,3,"2/3/1986","96"
1986,2,4,"2/4/1986","97.8"
1986,2,5,"2/5/1986","99.8"
1986,2,6,"2/6/1986","99"
1986,2,7,"2/7/1986","96.7"
1986,2,8,"2/8/1986","94.3"
1986,2,9,"2/9/1986","92.5"
1986,2,10,"2/10/1986","93.4"
1986,2,11,"2/11/1986","95.1"
1986,2,12,"2/12/1986","88.4"
1986,2,13,"2/13/1986","86.4"
1986,2,14,"2/14/1986","86.2"
1986,2,15,"2/15/1986","79.6"
1986,2,16,"2/16/1986","71.2"
1986,2,17,"2/17/1986","68.3"
1986,2,18,"2/18/1986","68.7"
1986,2,19,"2/19/1986","68.1"
1986,2,20,"2/20/1986","68.1"
1986,2,21,"2/21/1986","66"
1986,2,22,"2/22/1986","67.7"
1986,2,23,"2/23/1986","67.7"
1986,2,24,"2/24/1986","68.6"
1986,2,25,"2/25/1986","70.1"
1986,2,26,"2/26/1986","72"
1986,2,27,"2/27/1986","75.2"
1986,2,28,"2/28/1986","77"
1986,3,1,"3/1/1986","84.1"
1986,3,2,"3/2/1986","89.2"
1986,3,3,"3/3/1986","91.1"
1986,3,4,"3/4/1986","91.4"
1986,3,5,"3/5/1986","90.5"
1986,3,6,"3/6/1986","89.7"
1986,3,7,"3/7/1986","87.6"
1986,3,8,"3/8/1986","85.1"
1986,3,9,"3/9/1986","84.3"
1986,3,10,"3/10/1986","81.6"
1986,3,11,"3/11/1986","79.3"
1986,3,12,"3/12/1986","76.9"
1986,3,13,"3/13/1986","74.3"
1986,3,14,"3/14/1986","71.9"
1986,3,15,"3/15/1986","69.7"
1986,3,16,"3/16/1986","68.9"
1986,3,17,"3/17/1986","68.9"
1986,3,18,"3/18/1986","68.9"
1986,3,19,"3/19/1986","68.8"
1986,3,20,"3/20/1986","68.4"
1986,3,21,"3/21/1986","68.5"
1986,3,22,"3/22/1986","69.1"
1986,3,23,"3/23/1986","69.8"
1986,3,24,"3/24/1986","69.5"
1986,3,25,"3/25/1986","69.6"
1986,3,26,"3/26/1986","70.8"
1986,3,27,"3/27/1986","70.2"
1986,3,28,"3/28/1986","70.4"
1986,3,29,"3/29/1986","71.5"
1986,3,30,"3/30/1986","71.5"
1986,3,31,"3/31/1986","71.5"
1986,4,1,"4/1/1986","71.8"
1986,4,2,"4/2/1986","70.6"
1986,4,3,"4/3/1986","70.9"
1986,4,4,"4/4/1986","71.7"
1986,4,5,"4/5/1986","71.9"
1986,4,6,"4/6/1986","71.9"
1986,4,7,"4/7/1986","71.9"
1986,4,8,"4/8/1986","71.8"
1986,4,9,"4/9/1986","72"
1986,4,10,"4/10/1986","72.5"
1986,4,11,"4/11/1986","72.4"
1986,4,12,"4/12/1986","73.1"
1986,4,13,"4/13/1986","74.2"
1986,4,14,"4/14/1986","76"
1986,4,15,"4/15/1986","76"
1986,4,16,"4/16/1986","75.8"
1986,4,17,"4/17/1986","75.3"
1986,4,18,"4/18/1986","74.4"
1986,4,19,"4/19/1986","74.9"
1986,4,20,"4/20/1986","75"
1986,4,21,"4/21/1986","74.2"
1986,4,22,"4/22/1986","75.1"
1986,4,23,"4/23/1986","82.1"
1986,4,24,"4/24/1986","87.4"
1986,4,25,"4/25/1986","85.7"
1986,4,26,"4/26/1986","84.2"
1986,4,27,"4/27/1986","83.4"
1986,4,28,"4/28/1986","80.1"
1986,4,29,"4/29/1986","77"
1986,4,30,"4/30/1986","74.7"
1986,5,1,"5/1/1986","72.5"
1986,5,2,"5/2/1986","74.3"
1986,5,3,"5/3/1986","73.8"
1986,5,4,"5/4/1986","71.6"
1986,5,5,"5/5/1986","70.8"
1986,5,6,"5/6/1986","69.8"
1986,5,7,"5/7/1986","69.9"
1986,5,8,"5/8/1986","69.5"
1986,5,9,"5/9/1986","69.8"
1986,5,10,"5/10/1986","70.9"
1986,5,11,"5/11/1986","71.4"
1986,5,12,"5/12/1986","70.9"
1986,5,13,"5/13/1986","71.7"
1986,5,14,"5/14/1986","71.6"
1986,5,15,"5/15/1986","72.7"
1986,5,16,"5/16/1986","74.3"
1986,5,17,"5/17/1986","75.3"
1986,5,18,"5/18/1986","78.7"
1986,5,19,"5/19/1986","78.7"
1986,5,20,"5/20/1986","79.6"
1986,5,21,"5/21/1986","79.2"
1986,5,22,"5/22/1986","79.2"
1986,5,23,"5/23/1986","78.8"
1986,5,24,"5/24/1986","79.5"
1986,5,25,"5/25/1986","81.1"
1986,5,26,"5/26/1986","77.1"
1986,5,27,"5/27/1986","74.7"
1986,5,28,"5/28/1986","74.3"
1986,5,29,"5/29/1986","74.3"
1986,5,30,"5/30/1986","72.5"
1986,5,31,"5/31/1986","73.2"
1986,6,1,"6/1/1986","71.1"
1986,6,2,"6/2/1986","69.8"
1986,6,3,"6/3/1986","69.9"
1986,6,4,"6/4/1986","69.3"
1986,6,5,"6/5/1986","69.3"
1986,6,6,"6/6/1986","69.8"
1986,6,7,"6/7/1986","70"
1986,6,8,"6/8/1986","70.2"
1986,6,9,"6/9/1986","71.1"
1986,6,10,"6/10/1986","70.3"
1986,6,11,"6/11/1986","70.1"
1986,6,12,"6/12/1986","70.5"
1986,6,13,"6/13/1986","70.4"
1986,6,14,"6/14/1986","72.1"
1986,6,15,"6/15/1986","71.3"
1986,6,16,"6/16/1986","70.7"
1986,6,17,"6/17/1986","69.8"
1986,6,18,"6/18/1986","69.9"
1986,6,19,"6/19/1986","69.6"
1986,6,20,"6/20/1986","69.6"
1986,6,21,"6/21/1986","69.2"
1986,6,22,"6/22/1986","69.7"
1986,6,23,"6/23/1986","69.6"
1986,6,24,"6/24/1986","68.4"
1986,6,25,"6/25/1986","68.5"
1986,6,26,"6/26/1986","68.2"
1986,6,27,"6/27/1986","68.6"
1986,6,28,"6/28/1986","68.3"
1986,6,29,"6/29/1986","68.3"
1986,6,30,"6/30/1986","68.3"
1986,7,1,"7/1/1986","68.9"
1986,7,2,"7/2/1986","68.7"
1986,7,3,"7/3/1986","68.9"
1986,7,4,"7/4/1986","69.3"
1986,7,5,"7/5/1986","71.1"
1986,7,6,"7/6/1986","73.9"
1986,7,7,"7/7/1986","72.1"
1986,7,8,"7/8/1986","71.6"
1986,7,9,"7/9/1986","72.5"
1986,7,10,"7/10/1986","75"
1986,7,11,"7/11/1986","74.7"
1986,7,12,"7/12/1986","73.5"
1986,7,13,"7/13/1986","74.2"
1986,7,14,"7/14/1986","74.6"
1986,7,15,"7/15/1986","74"
1986,7,16,"7/16/1986","74.4"
1986,7,17,"7/17/1986","74.9"
1986,7,18,"7/18/1986","74.6"
1986,7,19,"7/19/1986","73.3"
1986,7,20,"7/20/1986","73.2"
1986,7,21,"7/21/1986","72.5"
1986,7,22,"7/22/1986","73.2"
1986,7,23,"7/23/1986","71.6"
1986,7,24,"7/24/1986","71.2"
1986,7,25,"7/25/1986","70.9"
1986,7,26,"7/26/1986","71.1"
1986,7,27,"7/27/1986","71.6"
1986,7,28,"7/28/1986","72.5"
1986,7,29,"7/29/1986","74"
1986,7,30,"7/30/1986","73.6"
1986,7,31,"7/31/1986","72.6"
1986,8,1,"8/1/1986","72.8"
1986,8,2,"8/2/1986","72.3"
1986,8,3,"8/3/1986","72.9"
1986,8,4,"8/4/1986","71.6"
1986,8,5,"8/5/1986","71.7"
1986,8,6,"8/6/1986","72.1"
1986,8,7,"8/7/1986","71.9"
1986,8,8,"8/8/1986","71.3"
1986,8,9,"8/9/1986","71.3"
1986,8,10,"8/10/1986","70.5"
1986,8,11,"8/11/1986","68.6"
1986,8,12,"8/12/1986","68.4"
1986,8,13,"8/13/1986","67.9"
1986,8,14,"8/14/1986","68.2"
1986,8,15,"8/15/1986","69.5"
1986,8,16,"8/16/1986","69.4"
1986,8,17,"8/17/1986","68.9"
1986,8,18,"8/18/1986","69.1"
1986,8,19,"8/19/1986","69.3"
1986,8,20,"8/20/1986","70.7"
1986,8,21,"8/21/1986","70.5"
1986,8,22,"8/22/1986","70.1"
1986,8,23,"8/23/1986","69.6"
1986,8,24,"8/24/1986","69.1"
1986,8,25,"8/25/1986","69.3"
1986,8,26,"8/26/1986","69.9"
1986,8,27,"8/27/1986","69.1"
1986,8,28,"8/28/1986","68.8"
1986,8,29,"8/29/1986","68.8"
1986,8,30,"8/30/1986","69.3"
1986,8,31,"8/31/1986","69.6"
1986,9,1,"9/1/1986","69.8"
1986,9,2,"9/2/1986","69.2"
1986,9,3,"9/3/1986","69.3"
1986,9,4,"9/4/1986","69.4"
1986,9,5,"9/5/1986","69.6"
1986,9,6,"9/6/1986","69.5"
1986,9,7,"9/7/1986","69.9"
1986,9,8,"9/8/1986","69.4"
1986,9,9,"9/9/1986","69.4"
1986,9,10,"9/10/1986","69.3"
1986,9,11,"9/11/1986","68.8"
1986,9,12,"9/12/1986","68.8"
1986,9,13,"9/13/1986","69"
1986,9,14,"9/14/1986","70"
1986,9,15,"9/15/1986","71.5"
1986,9,16,"9/16/1986","70.5"
1986,9,17,"9/17/1986","69.2"
1986,9,18,"9/18/1986","68.8"
1986,9,19,"9/19/1986","68.7"
1986,9,20,"9/20/1986","68.6"
1986,9,21,"9/21/1986","68.8"
1986,9,22,"9/22/1986","68.3"
1986,9,23,"9/23/1986","68.7"
1986,9,24,"9/24/1986","68.8"
1986,9,25,"9/25/1986","69.4"
1986,9,26,"9/26/1986","68.5"
1986,9,27,"9/27/1986","68.9"
1986,9,28,"9/28/1986","70.3"
1986,9,29,"9/29/1986","71.5"
1986,9,30,"9/30/1986","71.6"
1986,10,1,"10/1/1986","71.2"
1986,10,2,"10/2/1986","71.6"
1986,10,3,"10/3/1986","72.1"
1986,10,4,"10/4/1986","70.7"
1986,10,5,"10/5/1986","71.1"
1986,10,6,"10/6/1986","72.4"
1986,10,7,"10/7/1986","74.3"
1986,10,8,"10/8/1986","74.8"
1986,10,9,"10/9/1986","74.6"
1986,10,10,"10/10/1986","73.3"
1986,10,11,"10/11/1986","73.2"
1986,10,12,"10/12/1986","75.3"
1986,10,13,"10/13/1986","75.1"
1986,10,14,"10/14/1986","75"
1986,10,15,"10/15/1986","71.8"
1986,10,16,"10/16/1986","79.1"
1986,10,17,"10/17/1986","82.6"
1986,10,18,"10/18/1986","86.3"
1986,10,19,"10/19/1986","88.6"
1986,10,20,"10/20/1986","92.2"
1986,10,21,"10/21/1986","91.5"
1986,10,22,"10/22/1986","94.4"
1986,10,23,"10/23/1986","97.9"
1986,10,24,"10/24/1986","97.3"
1986,10,25,"10/25/1986","94.4"
1986,10,26,"10/26/1986","94.2"
1986,10,27,"10/27/1986","94.3"
1986,10,28,"10/28/1986","93.6"
1986,10,29,"10/29/1986","91.4"
1986,10,30,"10/30/1986","89.8"
1986,10,31,"10/31/1986","89.2"
1986,11,1,"11/1/1986","87.6"
1986,11,2,"11/2/1986","84.1"
1986,11,3,"11/3/1986","80.8"
1986,11,4,"11/4/1986","82.3"
1986,11,5,"11/5/1986","81.5"
1986,11,6,"11/6/1986","80.6"
1986,11,7,"11/7/1986","76.9"
1986,11,8,"11/8/1986","73.5"
1986,11,9,"11/9/1986","71.9"
1986,11,10,"11/10/1986","70.4"
1986,11,11,"11/11/1986","69.9"
1986,11,12,"11/12/1986","71.4"
1986,11,13,"11/13/1986","76"
1986,11,14,"11/14/1986","74.1"
1986,11,15,"11/15/1986","75.1"
1986,11,16,"11/16/1986","75"
1986,11,17,"11/17/1986","73.8"
1986,11,18,"11/18/1986","73"
1986,11,19,"11/19/1986","72.5"
1986,11,20,"11/20/1986","72.5"
1986,11,21,"11/21/1986","74.1"
1986,11,22,"11/22/1986","74.5"
1986,11,23,"11/23/1986","75.8"
1986,11,24,"11/24/1986","77"
1986,11,25,"11/25/1986","75.5"
1986,11,26,"11/26/1986","74.3"
1986,11,27,"11/27/1986","73.6"
1986,11,28,"11/28/1986","73.1"
1986,11,29,"11/29/1986","72.4"
1986,11,30,"11/30/1986","70.9"
1986,12,1,"12/1/1986","70.7"
1986,12,2,"12/2/1986","70.6"
1986,12,3,"12/3/1986","70.2"
1986,12,4,"12/4/1986","69.2"
1986,12,5,"12/5/1986","70"
